
Image Name                     PID Session Name        Session#    Mem Usage
svchost.exe                   4852 Services                   0     10,244 K
HPCommRecovery.exe           12044 Services                   0     16,080 K
HPJumpStartBridge.exe        18412 Services                   0     11,420 K
HPSupportSolutionsFramewo     1656 Services                   0      1,916 K
IAStorDataMgrSvc.exe          3872 Services                   0      8,612 K
jhi_service.exe               7256 Services                   0      2,816 K
sedsvc.exe                   13664 Services                   0      7,168 K
SgrmBroker.exe                4768 Services                   0      2,876 K
svchost.exe                   9180 Services                   0      5,756 K
svchost.exe                   7556 Services                   0      6,260 K
svchost.exe                  18012 Services                   0     11,024 K
svchost.exe                  15824 Services                   0     10,088 K
svchost.exe                  16436 Services                   0      1,656 K
svchost.exe                   1632 Services                   0      3,192 K
svchost.exe                   9820 Services                   0      3,656 K
svchost.exe                  20092 Services                   0      5,096 K
svchost.exe                  10512 Services                   0      6,844 K
sedlauncher.exe              12792 Services                   0        180 K
conhost.exe                   2000 Services                   0        388 K
svchost.exe                  23320 Services                   0      5,416 K
conhost.exe                  14124 Services                   0      3,308 K
esrv.exe                     17780 Services                   0     13,860 K
HPWMISVC.exe                 19764 Services                   0      2,560 K
esrv_svc.exe                 15732 Services                   0     17,116 K
csrss.exe                    16664 Console                    4      4,488 K
winlogon.exe                 23736 Console                    4      6,224 K
dwm.exe                      16300 Console                    4     47,556 K
fontdrvhost.exe               2688 Console                    4      7,196 K
Supremo.exe                   1540 Console                    4     13,644 K
g2tray.exe                    9724 Console                    4     13,176 K
svchost.exe                  24228 Services                   0      3,844 K
dptf_helper.exe              11116 Console                    4      2,676 K
sihost.exe                   12348 Console                    4     12,556 K
svchost.exe                   1260 Console                    4     17,588 K
svchost.exe                  16324 Console                    4      5,096 K
McUICnt.exe                  19376 Console                    4      4,056 K
igfxEM.exe                   19992 Console                    4     11,944 K
HPJumpStartLaunch.exe         4720 Console                    4         20 K
taskhostw.exe                24520 Console                    4     31,140 K
explorer.exe                  5620 Console                    4     59,244 K
svchost.exe                  14604 Services                   0      4,900 K
ShellExperienceHost.exe      24088 Console                    4      2,008 K
SearchUI.exe                 22968 Console                    4      2,736 K
RuntimeBroker.exe            17812 Console                    4      6,560 K
RuntimeBroker.exe            11148 Console                    4     13,744 K
SynTPEnh.exe                 23592 Console                    4     11,420 K
SupremoHelper.exe            25444 Console                    4      9,860 K
RuntimeBroker.exe            18140 Console                    4     16,456 K
SettingSyncHost.exe           8912 Console                    4        812 K
SynTPHelper.exe              15420 Console                    4      3,028 K
ctfmon.exe                   21060 Console                    4     13,576 K
TabTip.exe                   23128 Console                    4     10,096 K
LockApp.exe                  14580 Console                    4      2,500 K
RuntimeBroker.exe            21556 Console                    4     11,096 K
MSASCuiL.exe                 10524 Console                    4      6,008 K
RtkAudUService64.exe         18456 Console                    4      7,096 K
OneDrive.exe                 22452 Console                    4      6,612 K
chrome.exe                    7116 Console                    4     86,776 K
chrome.exe                   18040 Console                    4      4,340 K
chrome.exe                   12108 Console                    4     45,664 K
chrome.exe                   23484 Console                    4     22,988 K
chrome.exe                   20240 Console                    4      8,648 K
chrome.exe                   23252 Console                    4     22,836 K
chrome.exe                    2392 Console                    4     11,852 K
chrome.exe                   22848 Console                    4     15,128 K
chrome.exe                   10576 Console                    4      3,072 K
chrome.exe                    2560 Console                    4      5,232 K
chrome.exe                    4996 Console                    4      9,560 K
chrome.exe                   16028 Console                    4     18,176 K
MSOSYNC.EXE                  15628 Console                    4      9,572 K
ciscowebexstart.exe           4216 Console                    4      9,012 K
atmgr.exe                    16008 Console                    4     10,660 K
MEGAsync.exe                 15872 Console                    4     21,276 K
HPMSGSVC.exe                 15116 Console                    4      5,908 K
GROOVE.EXE                   24308 Console                    4     20,596 K
RtlS5Wake.exe                 8932 Console                    4      9,392 K
DSATray.exe                   5668 Console                    4     27,320 K
vmware-tray.exe               1064 Console                    4      4,996 K
jusched.exe                  14800 Console                    4      8,456 K
chrome.exe                   24704 Console                    4      5,576 K
ApplicationFrameHost.exe     24004 Console                    4     12,752 K
MicrosoftEdge.exe            19360 Console                    4     43,948 K
browser_broker.exe           19848 Console                    4     11,532 K
dllhost.exe                  21844 Console                    4     11,480 K
RuntimeBroker.exe            23760 Console                    4     12,400 K
MicrosoftEdgeCP.exe          14528 Console                    4     14,468 K
MicrosoftEdgeCP.exe          23644 Console                    4     29,388 K
ModuleCoreService.exe        19508 Console                    4     11,148 K
conhost.exe                  14244 Console                    4      3,596 K
HPAudioSwitch.exe            20896 Console                    4      6,656 K
svchost.exe                  14936 Console                    4     11,512 K
MicrosoftEdgeCP.exe           5832 Console                    4     42,732 K
MicrosoftEdgeCP.exe          15296 Console                    4     31,500 K
MicrosoftEdgeCP.exe            632 Console                    4     95,040 K
jucheck.exe                  16400 Console                    4      8,944 K
MicrosoftEdgeCP.exe          10944 Console                    4     90,844 K
Code.exe                     23236 Console                    4     40,972 K
Code.exe                     12152 Console                    4      6,900 K
Code.exe                      8940 Console                    4     63,388 K
Code.exe                     13448 Console                    4      9,032 K
Code.exe                     10336 Console                    4    125,056 K
Code.exe                     13716 Console                    4     44,628 K
winpty-agent.exe             19152 Console                    4      3,588 K
conhost.exe                  16716 Console                    4      4,844 K
cmd.exe                      22240 Console                    4      1,832 K
