
Image Name                     PID Session Name        Session#    Mem Usage
GROOVE.EXE                   15508 Console                    3     40,356 K
vmware-tray.exe              18860 Console                    3      6,360 K
jusched.exe                    428 Console                    3     11,940 K
chrome.exe                   14832 Console                    3     12,704 K
ApplicationFrameHost.exe     24240 Console                    3     28,300 K
HPAudioControl.exe            2672 Console                    3     26,936 K
RuntimeBroker.exe            12180 Console                    3      6,068 K
HPWMISVC.exe                 19764 Services                   0      7,112 K
esrv_svc.exe                 15732 Services                   0     41,204 K
ModuleCoreService.exe        18700 Console                    3     16,988 K
conhost.exe                  22364 Console                    3      4,724 K
HPAudioSwitch.exe            22628 Console                    3     37,052 K
chrome.exe                     388 Console                    3     53,480 K
svchost.exe                  15184 Console                    3     10,104 K
dllhost.exe                  20088 Console                    3     11,684 K
WhatsApp.exe                 17364 Console                    3    104,000 K
WhatsApp.exe                 19340 Console                    3     10,156 K
WhatsApp.exe                  4012 Console                    3     75,636 K
WhatsApp.exe                 19092 Console                    3     20,912 K
WhatsApp.exe                 18564 Console                    3    128,208 K
chrome.exe                   17180 Console                    3     27,768 K
chrome.exe                   12436 Console                    3     38,660 K
Zoom.exe                     15316 Console                    3     40,624 K
Zoom.exe                     22428 Console                    3     94,088 K
CptHost.exe                   6644 Console                    3     12,604 K
MicrosoftEdge.exe             8600 Console                    3    105,560 K
browser_broker.exe           19152 Console                    3     22,620 K
RuntimeBroker.exe            20608 Console                    3     29,356 K
MicrosoftEdgeCP.exe          13548 Console                    3     92,280 K
MicrosoftEdgeCP.exe           4504 Console                    3     23,220 K
MicrosoftEdgeCP.exe           2700 Console                    3    588,804 K
MicrosoftEdgeCP.exe          20800 Console                    3     23,168 K
jucheck.exe                  23812 Console                    3     12,596 K
MicrosoftEdgeCP.exe          23368 Console                    3     24,404 K
Code.exe                     14100 Console                    3     71,060 K
Code.exe                     13524 Console                    3     11,792 K
Code.exe                      1204 Console                    3    202,036 K
Code.exe                      2008 Console                    3     22,784 K
Code.exe                     12908 Console                    3    186,180 K
Code.exe                      4272 Console                    3     97,124 K
winpty-agent.exe             18988 Console                    3      5,944 K
conhost.exe                  17300 Console                    3      9,552 K
cmd.exe                      17840 Console                    3      2,824 K
CodeHelper.exe               21828 Console                    3     14,724 K
conhost.exe                  16632 Console                    3      9,516 K
Code.exe                     19632 Console                    3     66,472 K
Code.exe                     18868 Console                    3     30,872 K
python.exe                   24736 Console                    3     41,984 K
conhost.exe                  13428 Console                    3      9,468 K
python.exe                    2528 Console                    3     22,932 K
conhost.exe                  21320 Console                    3      9,464 K
chrome.exe                   15296 Console                    3     51,144 K
chrome.exe                   13184 Console                    3    279,860 K
winpty-agent.exe             16664 Console                    3      7,368 K
conhost.exe                  13440 Console                    3      9,952 K
cmd.exe                       5412 Console                    3      3,600 K
Code.exe                     22996 Console                    3     50,336 K
chrome.exe                   12284 Console                    3    177,172 K
chrome.exe                   14104 Console                    3    124,212 K
chrome.exe                   13720 Console                    3     51,204 K
chrome.exe                   17444 Console                    3     60,776 K
smartscreen.exe              16508 Console                    3     22,068 K
notepad.exe                  16984 Console                    3     14,708 K
svchost.exe                   4356 Services                   0     14,676 K
chrome.exe                   16344 Console                    3     51,752 K
chrome.exe                   17284 Console                    3     54,772 K
svchost.exe                  25000 Services                   0      8,248 K
svchost.exe                  20428 Services                   0      9,568 K
python.exe                   21552 Console                    3     23,100 K
conhost.exe                  20196 Console                    3      9,560 K
chrome.exe                   16748 Console                    3     21,488 K
Video.UI.exe                  3860 Console                    3     43,988 K
RuntimeBroker.exe            20652 Console                    3     27,808 K
RuntimeBroker.exe             9404 Console                    3      9,668 K
python.exe                   22280 Console                    3     10,204 K
tasklist.exe                 22268 Console                    3      7,580 K
