
Image Name                     PID Session Name        Session#    Mem Usage
MSOSYNC.EXE                  19240 Console                    3     10,612 K
chrome.exe                   16472 Console                    3    158,840 K
chrome.exe                    6872 Console                    3     47,436 K
chrome.exe                   17576 Console                    3     13,116 K
chrome.exe                   21676 Console                    3     53,244 K
chrome.exe                    2868 Console                    3    127,684 K
chrome.exe                    3940 Console                    3     50,008 K
chrome.exe                   17604 Console                    3     40,796 K
chrome.exe                   18552 Console                    3     27,168 K
ciscowebexstart.exe           5288 Console                    3     12,904 K
chrome.exe                   14724 Console                    3     16,844 K
chrome.exe                    9628 Console                    3     75,312 K
atmgr.exe                    15924 Console                    3     33,544 K
MEGAsync.exe                 19952 Console                    3     31,544 K
HPMSGSVC.exe                 16596 Console                    3      6,484 K
RtlS5Wake.exe                19280 Console                    3      9,288 K
DSATray.exe                   9560 Console                    3     38,480 K
GROOVE.EXE                   15508 Console                    3     34,920 K
vmware-tray.exe              18860 Console                    3      5,456 K
jusched.exe                    428 Console                    3      9,540 K
chrome.exe                   14832 Console                    3     13,864 K
ApplicationFrameHost.exe     24240 Console                    3     34,524 K
HPAudioControl.exe            2672 Console                    3     24,036 K
RuntimeBroker.exe            12180 Console                    3      5,068 K
HPWMISVC.exe                 19764 Services                   0      6,100 K
esrv_svc.exe                 15732 Services                   0     39,692 K
ModuleCoreService.exe        18700 Console                    3     18,720 K
conhost.exe                  22364 Console                    3      4,000 K
HPAudioSwitch.exe            22628 Console                    3     28,824 K
svchost.exe                  15184 Console                    3      8,924 K
dllhost.exe                  20088 Console                    3     11,032 K
chrome.exe                   17180 Console                    3     24,960 K
jucheck.exe                  23812 Console                    3     10,388 K
Code.exe                     14100 Console                    3     54,492 K
Code.exe                     13524 Console                    3      7,952 K
Code.exe                      1204 Console                    3    108,348 K
Code.exe                      2008 Console                    3     19,664 K
Code.exe                     12908 Console                    3    150,812 K
Code.exe                      4272 Console                    3     44,524 K
winpty-agent.exe             18988 Console                    3      4,100 K
conhost.exe                  17300 Console                    3      5,488 K
cmd.exe                      17840 Console                    3      2,080 K
CodeHelper.exe               21828 Console                    3     11,908 K
conhost.exe                  16632 Console                    3      4,148 K
Code.exe                     19632 Console                    3     46,452 K
python.exe                   24736 Console                    3      5,760 K
conhost.exe                  13428 Console                    3      4,048 K
python.exe                    2528 Console                    3      5,520 K
conhost.exe                  21320 Console                    3      4,044 K
winpty-agent.exe             16664 Console                    3      4,260 K
conhost.exe                  13440 Console                    3      6,728 K
cmd.exe                       5412 Console                    3      2,512 K
Code.exe                     22996 Console                    3     18,072 K
chrome.exe                   12284 Console                    3    162,872 K
chrome.exe                   14104 Console                    3    101,600 K
chrome.exe                   13720 Console                    3     48,472 K
chrome.exe                   17444 Console                    3     57,964 K
chrome.exe                   16344 Console                    3     42,516 K
chrome.exe                   17284 Console                    3     45,500 K
python.exe                   21552 Console                    3      5,688 K
conhost.exe                  20196 Console                    3      4,116 K
Video.UI.exe                  3860 Console                    3     11,740 K
RuntimeBroker.exe             9404 Console                    3      5,612 K
svchost.exe                  24828 Services                   0     13,436 K
python.exe                    4332 Console                    3      5,904 K
